,A,B
3220,348403,367914
3221,391934,357410
3222,382289,412552
3223,359234,385642
3224,350137,390854
3225,433131,354612
3226,414002,404047
3227,313426,373193
3228,365893,395684
3229,352861,404254
3230,423259,413108
3231,342536,385968
3232,378734,360574
3233,324529,411839
3234,341410,388137
3235,382313,353149
3236,310836,453367
3237,305482,426633
3238,368911,387905
3239,415434,378044
3240,355387,401760
3241,400394,380796
3242,433951,333853
3243,370049,391721
3244,361416,396369
3245,382069,429732
3246,377351,397813
3247,374602,414232
3248,391042,431684
3249,305056,468145
3250,374829,382877
3251,377098,347754
3252,393767,397550
3253,144268,276753
3254,215028,220479
3255,153160,241301
3256,204085,181687
3257,148601,267824
3258,150396,243417
3259,75053,198882
3260,160715,202648
3261,149811,261597
3262,137141,205921
3263,179778,277955
3264,165119,242674
3265,135664,249619
3266,157148,244335
3267,150545,140302
3268,172609,209554
3269,141123,227935
3270,177806,154620
3271,96693,226847
3272,159801,255188
3273,158279,306457
3274,106594,298013
3275,164852,249505
3276,178416,232560
3277,157237,214768
3278,119152,233480
3279,150318,246184
3280,150718,240605
3281,119669,227422
3282,112325,286166
3283,140863,217226
3284,114710,237058
3285,150277,238132
3286,260493,232066
3287,192924,285957
3288,157361,236655
3289,120477,343024
3290,167164,191976
3291,217034,193419
3292,156209,240252
3293,192247,242718
3294,162975,233798
3295,165909,230495
3296,95532,259570
3297,170130,205170
3298,176560,202712
3299,163715,316643
3300,116514,334971
3301,205220,178756
3302,170867,249578
3303,123642,285790
3304,160154,247973
3305,142910,232333
3306,72590,266630
3307,194651,259000
3308,217323,208526
3309,167022,245603
3310,172229,208129
3311,153365,176988
3312,140479,249911
3313,122241,215836
3314,153113,210707
3315,217418,274869
3316,134197,229036
3317,150866,251334
3318,88899,193473
3319,133925,284607
3320,166422,235921
3321,203424,155150
3322,169129,246178
3323,204581,229675
3324,175763,259085
3325,148822,224002
3326,145445,241063
3327,90601,251094
3328,94069,310203
3329,134257,281279
3330,210968,268894
3331,72179,193748
3332,162440,248306
3333,158466,255685
3334,108151,255519
3335,190921,241361
3336,129364,269179
3337,142602,169045
3338,157863,234771
3339,126120,302129
3340,188602,207706
3341,140044,236985
3342,139681,279210
3343,176697,232285
3344,165098,235353
3345,185138,253839
3346,177499,229724
3347,99933,167407
3348,88352,153257
3349,157112,237132
3350,163478,206806
3351,201618,230336
3352,173603,280590
3353,141639,249631
3354,220177,221674
3355,138443,274842
3356,118564,178036
3357,127565,288773
3358,231852,300137
3359,131034,236016
3360,126159,254707
3361,130423,177562
3362,153854,219971
3363,149485,221996
3364,183658,234419
3365,187411,351115
3366,126009,263298
3367,187212,296109
3368,178011,245705
3369,158055,169233
3370,117834,270265
3371,156732,235033
3372,193316,188676
3373,171343,274816
3374,107689,282750
3375,155227,237869
3376,212672,226100
3377,134601,255747
3378,152195,242436
3379,141439,241858
3380,132333,232073
3381,141096,255435
3382,138027,196894
3383,107048,276231
3384,110917,233442
3385,77867,176841
3386,81578,203212
3387,118882,213794
3388,138610,243160
3389,95940,250198
3390,138317,230431
3391,144487,220569
3392,159080,210722
3393,104076,237987
3394,55608,239370
3395,134715,256643
3396,184201,211156
3397,210080,198044
3398,86195,286968
3399,151352,235918
3400,140740,224652
3401,152045,242628
3402,139565,215381
3403,95382,115668
3404,166485,289645
3405,145886,232715
3406,145425,222404
3407,167320,227937
3408,109106,241177
3409,169442,218850
3410,190466,314935
3411,126749,322037
3412,109019,276837
3413,143826,252240
3414,178464,289072
3415,141114,230663
3416,179963,233787
3417,179359,286852
3418,178752,236631
3419,99921,285370
3420,207806,208222
3421,143261,243324
3422,137960,272533
3423,161853,241439
3424,154899,236738
3425,89002,185590
3426,134534,234174
3427,70828,255798
3428,171329,274604
3429,211070,193909
3430,217828,243464
3431,151151,176449
3432,126725,255892
3433,126583,234454
3434,184909,210754
3435,157310,236360
3436,169498,251197
3437,159645,274415
3438,93068,223040
3439,129344,161493
3440,130695,281841
3441,136174,240128
3442,134700,198782
3443,138929,241622
3444,213522,187354
3445,204276,205249
3446,125172,193445
3447,64731,278881
3448,157125,223822
3449,199017,249218
3450,167454,212223
3451,152798,242467
3452,116915,275546
3453,78353,241479
3454,167047,244425
3455,181967,256901
3456,239215,155684
3457,118884,300452
3458,144797,230297
3459,158439,178226
3460,97247,293648
3461,129442,217878
3462,142200,219871
3463,249815,202233
3464,176211,249367
3465,162487,231383
3466,104953,265999
3467,128774,261335
3468,145002,258062
3469,109749,144848
3470,178163,282559
3471,192408,212255
3472,161407,246483
3473,206830,228445
3474,152402,233954
3475,140787,235320
3476,117830,176866
3477,129627,230607
3478,197192,249867
3479,141613,249308
3480,181453,220148
3481,144536,253350
3482,161938,250969
3483,112734,194495
3484,177061,241238
3485,140450,251264
3486,156436,244401
3487,118868,263809
3488,166469,246603
3489,179324,260539
3490,146316,205253
3491,160154,250907
3492,160139,234540
3493,130096,194244
3494,143466,232632
3495,136755,258715
3496,108243,264050
3497,156705,234233
3498,218453,238844
3499,110620,274173
3500,153221,241288
3501,179316,221508
3502,151670,241288
3503,134525,261281
3504,128299,180061
3505,86068,184431
3506,161133,256386
3507,196438,340934
3508,170508,258328
3509,174802,321458
3510,171073,270912
3511,89431,369980
3512,160989,246559
3513,172444,256387
3514,200338,193361
3515,154432,244349
3516,180319,219849
3517,78660,284471
3518,133488,208631
3519,166700,273767
3520,158204,258609
3521,58050,223469
3522,152867,264083
3523,157309,236777
3524,181862,227140
3525,186828,189533
3526,171811,227066
3527,165450,229776
3528,122772,264058
3529,151892,241676
3530,187798,303030
3531,190235,167285
3532,242760,167858
3533,156000,378411
3534,205888,280170
3535,95867,259419
3536,149794,238544
3537,101638,178019
3538,222802,198503
3539,159533,251379
3540,112948,282360
3541,144335,229546
3542,206896,367899
3543,158471,216252
3544,120858,240853
3545,152032,231945
3546,211131,188011
3547,182784,269055
3548,153178,241337
3549,170985,209026
3550,80076,288020
3551,167873,252058
3552,137936,246518
3553,133709,226030
3554,166457,390762
3555,158813,243350
3556,197453,333526
3557,157360,233258
3558,143594,273441
3559,191229,241672
3560,180427,312249
3561,84714,326665
3562,118712,286174
3563,92454,252582
3564,137294,229982
3565,160684,211150
3566,156631,278563
3567,167385,241304
3568,207906,252466
3569,190611,234816
3570,169463,303498
3571,124465,141723
3572,156822,248429
3573,188822,270818
3574,152202,241086
3575,199047,192628
3576,152263,236574
3577,93554,238027
3578,115519,247122
3579,153119,237198
3580,113310,243963
3581,149279,247411
3582,112451,173337
3583,160721,263397
3584,188587,270232
3585,150271,241545
3586,215675,181803
3587,181449,228007
3588,167088,231235
3589,154533,241892
3590,207478,236138
3591,228271,242563
3592,124311,264560
3593,147580,246081
3594,167270,256296
3595,137415,260085
3596,117982,238689
3597,176114,243137
3598,176353,239706
3599,324309,166872
3600,392529,133066
3601,387143,205819
3602,315686,148375
3603,372307,207143
3604,290748,129273
3605,376187,166773
3606,446211,212565
3607,339489,271530
3608,299636,118558
3609,384451,170208
3610,419623,170598
3611,365668,171196
3612,382703,171033
3613,357806,160668
3614,380679,162274
3615,384346,170473
3616,418415,105109
3617,417082,103373
3618,369556,142627
3619,379148,178654
3620,384167,222495
3621,371474,162477
3622,377275,221534
3623,372175,167867
3624,358783,228332
3625,336939,181660
3626,373227,166478
3627,365097,230323
3628,381537,180080
3629,458186,113406
3630,374600,209645
3631,327673,129969
3632,376760,167008
3633,317484,211236
3634,379919,130105
3635,375988,180698
3636,401736,201387
3637,383144,171907
3638,356265,117217
3639,388774,244098
3640,370912,141931
3641,386314,143500
3642,339875,161835
3643,300745,137979
3644,315895,239910
3645,327997,87427
3646,445579,86284
3647,371948,163895
3648,396379,192470
3649,354113,165421
3650,353798,153195
3651,363959,188656
3652,406938,130849
3653,437430,181780
3654,384473,174377
3655,324275,247659
3656,449926,204896
3657,348218,120268
3658,377887,170109
3659,314123,150422
3660,426060,229744
3661,381016,196248
3662,406482,161657
3663,409685,193186
3664,332142,182153
3665,384154,220169
3666,334035,188917
3667,327787,130075
3668,346232,146996
3669,380792,139922
3670,427578,177762
3671,419953,185219
3672,419059,130129
3673,400952,138241
3674,392566,190754
3675,462778,136346
3676,471311,217409
3677,389739,157850
3678,411767,144858
3679,393737,128932
3680,347554,178758
3681,417370,195374
3682,388369,164872
3683,379440,166059
3684,383959,186043
3685,386770,157312
3686,420415,91904
3687,384982,163647
3688,317168,199452
3689,336851,155364
3690,391415,152720
3691,371094,153053
3692,522544,137289
3693,407582,202582
3694,436631,230033
3695,435566,231374
3696,435061,194635
3697,398527,261527
3698,427239,152272
3699,371277,155889
3700,383801,170340
3701,347681,289055
3702,448694,47368
3703,421379,160869
3704,385673,169869
3705,422831,251615
3706,416238,192639
3707,379165,260170
3708,341606,259863
3709,330988,86975
3710,320580,219080
3711,333078,148391
3712,289908,149141
3713,366903,161264
3714,384297,171363
3715,371268,193531
3716,490336,221064
3717,403773,182381
3718,480223,55835
3719,398964,173756
3720,275627,161147
3721,369463,220974
3722,450073,177505
3723,396190,147633
3724,406794,150921
3725,400621,160003
3726,381401,174018
3727,367783,166713
3728,388432,168860
3729,421673,187031
3730,361441,267667
3731,405321,93925
3732,362859,140340
3733,410227,150096
3734,377272,194047
3735,452280,139126
3736,450967,176620
3737,347447,148710
3738,395987,245761
3739,410961,120335
3740,380302,176495
3741,319129,144332
3742,385852,170306
3743,311535,237816
3744,403237,111727
3745,389402,186417
3746,349659,200811
3747,357067,228645
3748,381908,166627
3749,335007,163172
3750,466808,91885
3751,383098,197737
3752,415473,169652
3753,314744,225931
3754,499307,154563
3755,378768,174147
3756,315741,217498
3757,320205,77799
3758,428704,180614
3759,447572,53060
3760,381417,196059
3761,369981,171667
3762,373934,188477
3763,407377,137230
3764,376694,122124
3765,408743,189687
3766,398862,263806
3767,315020,136275
3768,363062,183527
3769,415598,205574
3770,431485,262317
3771,384716,158270
3772,258058,128022
3773,419444,90106
3774,416055,67530
3775,431595,180243
3776,366563,191234
3777,383281,171914
3778,379318,176389
3779,442124,209435
3780,385730,171445
3781,421081,221014
3782,378502,163622
3783,297048,101607
3784,365855,252039
3785,393512,161575
3786,410957,221824
3787,374007,187428
3788,394944,157785
3789,387348,180311
3790,382178,155097
3791,332667,214384
3792,449317,196617
3793,404216,111800
3794,387186,135113
3795,347557,158156
3796,382759,171586
3797,369029,123002
3798,378625,249367
3799,337323,153842
3800,335931,124718
3801,351200,132320
3802,322396,143900
3803,501524,230383
3804,367727,210909
3805,365188,129186
3806,324229,84269
3807,398198,120744
3808,355738,167184
3809,473358,193356
3810,359623,134249
3811,323785,163777
3812,412271,170051
3813,268856,125508
3814,488127,73846
3815,456008,152027
3816,390219,125573
3817,340581,177805
3818,384504,169198
3819,362809,218290
3820,418831,166964
3821,312620,128354
3822,397307,123704
3823,349086,234634
3824,317879,174292
3825,245149,194500
3826,375253,187800
3827,393522,164490
3828,347695,244892
3829,417851,192549
3830,412031,164238
3831,379846,169598
3832,395523,141719
3833,384788,189119
3834,465103,157136
3835,468731,210114
3836,362092,247796
3837,362468,150201
3838,407639,120077
3839,397343,153175
3840,384837,172478
3841,405331,159359
3842,367235,174957
3843,395670,191264
3844,434308,199361
3845,389161,136652
3846,383988,178244
3847,311758,252287
3848,383970,165366
3849,477137,240884
3850,352937,230817
3851,284790,244142
3852,443311,196574
3853,333026,165580
3854,394655,181031
3855,330382,153977
3856,367560,147850
3857,375807,185732
3858,378928,174316
3859,336010,167968
3860,406336,247772
3861,340731,216574
3862,313534,177100
3863,393850,177311
3864,367053,169223
3865,370731,217636
3866,346571,199979
3867,403350,202060
3868,419675,270196
3869,420792,118135
3870,373006,107399
3871,382581,170223
3872,384609,54012
3873,316803,200542
3874,376396,94732
3875,386894,173014
3876,396705,169234
3877,431912,249597
3878,423790,102588
3879,360592,122445
3880,359366,168012
3881,321033,143579
3882,250509,205550
3883,343627,94437
3884,341558,198301
3885,408971,145233
3886,346779,170130
3887,378387,167830
3888,384041,224520
3889,382405,147099
3890,283138,165543
3891,390622,201028
3892,376910,210774
3893,395684,97584
3894,297671,187003
3895,321709,148954
3896,379314,167656
3897,379248,167362
3898,382523,178187
3899,348981,234016
3900,437103,171393
3901,434398,167620
3902,255437,122871
3903,410652,127303
3904,381805,172420
3905,302586,130972
3906,267638,147474
3907,381168,171473
3908,416489,50189
3909,424799,231862
3910,428477,165087
3911,456038,93573
3912,395332,111806
3913,383852,170166
3914,370610,147161
3915,285347,153194
3916,378828,190396
3917,419201,104680
3918,381125,170852
3919,481461,203506
3920,431201,111664
3921,335392,229987
3922,410952,118990
3923,325737,254683
3924,331642,165854
3925,300459,113094
3926,387961,167666
3927,356742,225013
3928,381730,145451
3929,377484,175687
3930,400677,223791
3931,393882,239136
3932,399358,171270
3933,405210,133109
3934,337108,83449
3935,443587,152112
3936,405666,198024
3937,370216,205730
3938,416550,159829
3939,426682,230705
3940,406297,126069
3941,405135,204915
3942,522950,187488
3943,376199,179596
3944,367328,188897
3945,489999,115960
3946,469611,151547
3947,402472,181925
3948,470097,94135
3949,193976,466934
3950,116068,503065
3951,179170,450947
3952,239399,487248
3953,175141,429305
3954,185554,434810
3955,214888,484690
3956,196648,416994
3957,160305,394216
3958,183349,487663
3959,200019,384934
3960,180840,474871
3961,175405,508827
3962,246857,488735
3963,197194,481989
3964,217949,527498
3965,187781,427393
3966,223691,478348
3967,191025,490542
3968,203772,458937
3969,209822,531578
3970,230810,547100
3971,199421,483456
3972,195252,522133
3973,303980,470710
3974,173988,455711
3975,199406,456574
3976,205687,445296
3977,202835,478415
3978,215604,512440
3979,191688,447845
3980,190613,495384
3981,148258,485289
3982,155194,422051
3983,210204,525598
3984,194627,468993
3985,195311,426719
3986,220485,476955
3987,262124,479518
3988,242161,449104
3989,198783,498912
3990,86540,451279
3991,182432,490648
3992,261239,581019
3993,253427,445328
3994,195620,477082
3995,202207,479931
3996,139564,477653
3997,159617,481789
3998,198662,485279
3999,148817,490709
4000,261777,449512
4001,229571,468642
4002,200774,475929
4003,202978,462888
4004,209431,477977
4005,173870,439927
4006,201886,496789
4007,189436,437132
4008,255857,430030
4009,188410,501222
4010,168864,579328
4011,255828,478990
4012,152956,441383
4013,179241,525024
4014,198499,480155
4015,213033,483227
4016,247887,490688
4017,212347,497214
4018,197063,502985
4019,225141,548853
4020,138455,477812
4021,132194,462964
4022,201000,456681
4023,158263,450148
4024,296963,593992
4025,212535,399283
4026,196219,546145
4027,234027,466171
4028,227939,492292
4029,196611,486659
4030,206478,462675
4031,176242,465851
4032,205360,492467
4033,218312,438775
4034,301032,516000
4035,239343,454590
4036,166393,440292
4037,195075,469091
4038,143075,437733
4039,160730,523610
4040,198069,463514
4041,194254,417690
4042,190635,481768
4043,197940,481653
4044,196899,477707
4045,221127,508740
4046,189487,547982
4047,191828,525232
4048,294075,453844
4049,198257,480497
4050,239984,460027
4051,144547,420258
4052,302288,466144
4053,198791,480844
4054,194517,477731
4055,191177,482830
4056,198985,479824
4057,197246,411856
4058,223989,441680
4059,195332,480182
4060,159936,443827
4061,214288,513897
4062,206631,507254
4063,243030,446886
4064,188413,435252
4065,193321,566701
4066,244130,414445
4067,197688,484429
4068,273852,551838
4069,160746,461333
4070,234648,482266
4071,185695,482916
4072,186777,505284
4073,223398,460737
4074,297119,499959
4075,178668,531094
4076,220692,476919
4077,230245,466335
4078,228145,482175
4079,198899,480366
4080,151885,503999
4081,197471,484823
4082,112404,489076
4083,168004,549080
4084,227835,483010
4085,239740,424128
4086,115102,459087
4087,241978,480371
4088,278073,483582
4089,219757,518928
4090,171338,439516
4091,237604,476481
4092,202770,472812
4093,195166,438443
4094,129720,517525
4095,202925,469511
4096,230772,469300
4097,159804,476714
4098,183251,535289
4099,204922,518652
4100,195774,403038
4101,246300,568375
4102,193983,401930
4103,195160,507267
4104,196946,479525
4105,201667,504296
4106,196600,470516
4107,204139,466726
4108,214167,475347
4109,245529,390666
4110,203104,552398
4111,200143,490065
4112,196467,449257
4113,227558,466736
4114,224955,490913
4115,172659,522356
4116,158410,508695
4117,196559,477755
4118,181029,454595
4119,197727,480121
4120,198644,480974
4121,200140,474888
4122,232184,485341
4123,217789,449324
4124,239416,395424
4125,149862,503958
4126,218183,412583
4127,323355,502122
4128,233204,388471
4129,211422,492799
4130,140606,419729
4131,214112,548157
4132,193996,488095
4133,189760,444553
4134,172246,511422
4135,140454,557008
4136,229232,564886
4137,163899,505525
4138,204501,486492
4139,149313,408879
4140,158148,499972
4141,107935,451945
4142,154221,438519
4143,170432,511098
4144,150652,432587
4145,200360,480447
4146,234007,516904
4147,188695,514970
4148,203490,442567
4149,174153,442752
4150,199381,476054
4151,203633,447281
4152,175493,482614
4153,99813,428022
4154,163423,383935
4155,200013,481618
4156,88506,502797
4157,206626,478104
4158,259424,476627
4159,155343,516597
4160,208270,463405
4161,205094,483558
4162,191973,482208
4163,211306,483512
4164,217247,485987
4165,175188,479904
4166,191810,449616
4167,223455,546549
4168,206782,478746
4169,203563,488698
4170,200876,478805
4171,166462,454457
4172,211995,480257
4173,219520,412301
4174,199368,473878
4175,192430,489582
4176,275894,533657
4177,198880,480107
4178,138652,526721
4179,140287,486323
4180,231466,480405
4181,217147,569908
4182,202569,500562
4183,240702,481487
4184,223603,548356
4185,200135,490468
4186,128387,507579
4187,194579,520711
4188,171176,460818
4189,252791,499541
4190,255951,476774
4191,72299,457319
4192,182053,420973
4193,195201,548596
4194,179395,462021
4195,199987,477783
4196,177349,471828
4197,246216,485898
4198,144872,526271
4199,208245,528186
4200,212929,476235
4201,198303,478619
4202,236017,425005
4203,176880,523485
4204,206305,421383
4205,201326,482431
4206,258124,486502
4207,217018,426482
4208,273278,521295
4209,198750,480303
4210,145765,456046
4211,181856,437451
4212,199052,468573
4213,199060,519100
4214,236709,462772
4215,254439,452536
4216,230038,443325
4217,213886,507374
4218,232585,471301
4219,218008,441898
4220,200781,433484
4221,248689,480565
4222,159550,522440
4223,217445,489534
4224,188990,462950
4225,275338,518305
4226,142031,499068
4227,180686,500459
4228,187954,479951
4229,202125,480082
4230,200037,507487
4231,174201,485398
4232,170015,509672
4233,209896,429839
4234,184785,507380
4235,232863,540748
4236,184344,480367
4237,130249,440857
4238,202232,463212
4239,234863,467401
4240,195714,519850
4241,288118,457260
4242,223793,476545
4243,213032,463777
4244,183422,516062
4245,202345,579776
4246,239169,532939
4247,229079,487858
4248,205752,461182
4249,134918,476102
4250,175279,448672
4251,204913,479550
4252,319580,486040
4253,285927,435850
4254,215692,527808
4255,202601,484452
4256,198959,497158
4257,214243,482053
4258,206374,508699
4259,251780,484761
4260,199114,469623
4261,178962,471635
4262,226735,562622
4263,187597,433963
4264,239940,461885
4265,155510,462922
4266,101403,505387
4267,105815,441254
4268,187336,425848
4269,116999,471084
4270,242331,505895
4271,176787,455252
4272,142364,533947
4273,199221,435815
4274,200452,517402
4275,239708,522698
4276,164993,522126
4277,161184,475700
4278,201596,548073
4279,203880,449456
4280,213506,438923
4281,153590,506320
4282,170862,447677
4283,256158,478779
4284,206008,462381
4285,249490,508893
4286,181318,475716
4287,263208,456092
4288,127672,408101
4289,241504,523137
4290,215615,565032
4291,192757,484550
4292,206525,490555
4293,144734,458218
4294,199536,515450
4295,196724,365062
4296,219621,438976
4297,207918,477087
4298,219747,434052
4299,450376,816291
4300,643695,909929
4301,513426,832807
4302,561470,838605
4303,470156,827622
4304,473019,937335
4305,523563,866647
4306,459347,974808
4307,527918,854003
4308,506133,894175
4309,495857,849038
4310,501212,852751
4311,573975,888425
4312,507544,790383
4313,415628,873116
4314,590381,824899
4315,532237,848909
4316,422566,847296
4317,408082,859669
4318,502990,788494
4319,500902,848367
4320,429212,863488
4321,543340,835652
4322,504986,872830
4323,616298,876882
4324,505927,850461
4325,520952,823921
4326,538713,919722
4327,516573,820716
4328,458668,829289
4329,483186,948249
4330,506023,816501
4331,518139,834426
4332,498834,833679
4333,438083,867968
4334,494152,844007
4335,635681,888274
4336,473080,838594
4337,534311,832766
4338,503794,891279
4339,476569,881867
4340,439622,837804
4341,499363,847874
4342,483561,794044
4343,492321,864579
4344,515782,888687
4345,552379,787471
4346,463759,841362
4347,505785,840179
4348,508569,826431
4349,499171,853840
4350,476609,896330
4351,462641,873096
4352,496157,858363
4353,587164,934503
4354,514518,840298
4355,490690,758774
4356,529301,777124
4357,431603,825661
4358,572003,759509
4359,521636,832236
4360,528492,823480
4361,495917,815492
4362,477106,823495
4363,505263,858709
4364,479632,713435
4365,469430,847522
4366,505676,855482
4367,562175,850937
4368,522504,796625
4369,525795,842177
4370,508059,874463
4371,473545,896739
4372,434368,826882
4373,521395,853079
4374,584694,741699
4375,520295,807801
4376,480110,852464
4377,508158,831738
4378,550441,853275
4379,557961,864098
4380,643300,889478
4381,475506,843930
4382,479884,857319
4383,502242,852244
4384,502351,863779
4385,481199,913425
4386,537938,833179
4387,498589,857019
4388,612759,849113
4389,524872,796043
4390,562523,815120
4391,542975,888547
4392,476108,846865
4393,565882,872224
4394,413779,860495
4395,556015,865374
4396,532763,857579
4397,510525,854845
4398,488176,860062
4399,495576,837634
4400,508142,844721
4401,514284,861453
4402,510709,752675
4403,469823,911565
4404,502256,852343
4405,528155,854950
4406,500100,841304
4407,526153,833774
4408,412690,929937
4409,501737,815574
4410,509827,831484
4411,507734,755168
4412,455050,984555
4413,480379,863197
4414,488959,847615
4415,485918,817710
4416,470338,804745
4417,507276,845292
4418,502074,829675
4419,513205,759054
4420,441764,814172
4421,496683,830454
4422,521690,746222
4423,564170,918516
4424,485910,849177
4425,524149,931853
4426,505400,861421
4427,506741,850046
4428,591534,783441
4429,515997,873751
4430,445848,885139
4431,397186,887254
4432,522280,900528
4433,464920,910602
4434,485435,843624
4435,379310,889954
4436,505652,839474
4437,625028,822992
4438,503413,819127
4439,515069,748957
4440,507885,839875
4441,522567,792215
4442,545646,813736
4443,610348,846411
4444,529259,850232
4445,517047,713630
4446,546459,790436
4447,543365,904861
4448,450428,829953
4449,538768,909837
4450,516826,850113
4451,502376,856153
4452,493152,866277
4453,504920,856370
4454,504757,839548
4455,542898,847721
4456,575447,860995
4457,494769,891864
4458,512529,835574
4459,452764,940358
4460,503256,853978
4461,552401,833620
4462,515374,882079
4463,584114,874080
4464,466353,827825
4465,478542,841814
4466,479170,727682
4467,531536,922446
4468,508991,860499
4469,482850,815711
4470,493348,887901
4471,544240,889837
4472,414927,896090
4473,487373,846570
4474,462933,932943
4475,475606,799550
4476,496155,910586
4477,403645,871486
4478,513654,936427
4479,515828,956802
4480,467652,824538
4481,427575,798302
4482,476553,829160
4483,527192,736133
4484,502310,852904
4485,530619,748262
4486,452581,845431
4487,479539,846564
4488,484034,788380
4489,548813,860446
4490,580929,898980
4491,515534,807888
4492,513838,834007
4493,514390,894483
4494,518209,856606
4495,425108,774062
4496,508891,848640
4497,518054,861726
4498,484465,877825
4499,562629,852913
4500,507153,823797
4501,527261,890065
4502,469521,830789
4503,486687,733342
4504,490820,921524
4505,638317,865885
4506,502926,825050
4507,548182,705992
4508,467795,839934
4509,476625,888878
4510,581105,890570
4511,412449,793220
4512,550636,965047
4513,605362,751027
4514,524361,884086
4515,488888,879135
4516,548299,798883
4517,588843,932637
4518,619175,879052
4519,551682,936270
4520,505091,849701
4521,475000,895609
4522,480797,860745
4523,546362,873309
4524,488565,975112
4525,501698,831126
4526,505021,726692
4527,431366,787771
4528,520529,876846
4529,401212,788368
4530,498738,834644
4531,556979,810845
4532,498119,896858
4533,423086,768377
4534,506518,881060
4535,615730,897214
4536,521103,869232
4537,381710,832840
4538,511736,833318
4539,566914,898531
4540,498611,876539
4541,518467,815376
4542,560398,858597
4543,567373,803693
4544,521405,871844
4545,536191,865868
4546,532076,850252
4547,555705,862777
4548,503241,852684
4549,502156,829132
4550,499798,837656
4551,526676,841883
4552,497478,757225
4553,526699,865254
4554,500653,886231
4555,504530,849944
4556,449734,785924
4557,505796,823492
4558,514165,906736
4559,477278,877447
4560,443237,882193
4561,498289,848510
4562,505522,850803
4563,533127,916539
4564,484075,839356
4565,507711,856666
4566,520963,822493
4567,501370,864849
4568,440078,833239
4569,593226,781983
4570,471182,869337
4571,496356,803174
4572,506451,847498
4573,433464,883410
4574,481888,893156
4575,555325,838425
4576,441043,876786
4577,506361,849295
4578,575185,935592
4579,510223,792220
4580,506392,848910
4581,564834,780899
4582,589897,941206
4583,482586,843438
4584,481076,829392
4585,538191,932212
4586,395369,828639
4587,496032,926742
4588,481474,871803
4589,556221,913466
4590,511941,853424
4591,571258,821716
4592,493898,844618
4593,500493,869961
4594,496296,868696
4595,488885,735886
4596,528199,802723
4597,539298,922257
4598,448428,834284
4599,526968,829516
4600,486881,821631
4601,530691,762951
4602,504864,934701
4603,514276,872348
4604,472112,875729
4605,550236,872578
4606,575324,879376
4607,392033,823599
4608,455117,876848
4609,495266,751064
4610,487694,918895
4611,569349,910654
4612,516172,768548
4613,470349,927142
4614,485986,856899
4615,419278,899709
4616,458254,879596
4617,516267,878495
4618,447591,830282
4619,617652,861982
4620,517539,835591
4621,505187,859610
4622,532906,914431
4623,408289,861785
4624,628304,830166
4625,508713,865731
4626,517573,851376
4627,549708,797995
4628,506289,849475
4629,554892,894455
4630,540909,838794
4631,503244,848895
4632,493875,910246
4633,489188,946136
4634,438438,892843
4635,410303,843439
4636,494940,833708
4637,491899,851353
4638,548342,868462
4639,507531,899483
4640,393173,789567
4641,602975,710351
4642,512285,845153
4643,573823,892508
4644,490921,850997
4645,421117,856944
4646,531821,734902
4647,512196,836851
4648,442893,865096
4649,690463,149879
4650,668677,183298
4651,697702,156531
4652,691631,144621
4653,679407,150454
4654,654771,162467
4655,683484,168338
4656,677185,148777
4657,780592,121631
4658,697883,142272
4659,563939,173561
4660,715280,140877
4661,722253,219040
4662,679527,149337
4663,697583,142806
4664,689942,188593
4665,687368,141059
4666,656341,159600
4667,685842,165938
4668,662550,109202
4669,719153,169799
4670,732311,143631
4671,673930,138135
4672,664133,147952
4673,673300,159607
4674,652567,151462
4675,682676,151755
4676,681442,151383
4677,691458,151504
4678,651823,81049
4679,677231,150206
4680,643829,155707
4681,716979,191497
4682,683894,148711
4683,624063,141674
4684,658965,155481
4685,733848,166546
4686,690480,168208
4687,685015,135630
4688,741780,171930
4689,754807,167620
4690,647825,243066
4691,592183,159948
4692,661985,177902
4693,671646,152043
4694,662714,169521
4695,668866,148632
4696,558180,151040
4697,683369,151313
4698,717548,124671
4699,622499,168680
4700,689323,116935
4701,713353,157931
4702,683239,149348
4703,647532,156766
4704,732916,148343
4705,642076,201050
4706,707027,154812
4707,796983,183367
4708,705459,126710
4709,670083,103021
4710,757342,135491
4711,669550,65346
4712,793457,238456
4713,642377,136904
4714,677327,159848
4715,593844,153425
4716,574968,97162
4717,698186,111102
4718,600295,71930
4719,642772,102865
4720,678949,164706
4721,708597,221290
4722,657575,156409
4723,633848,147091
4724,672056,142388
4725,713592,135254
4726,770236,154395
4727,668296,125525
4728,718568,71349
4729,652616,142867
4730,712847,193622
4731,681879,276821
4732,718785,108406
4733,642363,204723
4734,681763,132407
4735,678450,154321
4736,639487,91517
4737,682629,194496
4738,709862,91457
4739,676086,153954
4740,684615,150066
4741,620515,179428
4742,806582,120349
4743,673217,150543
4744,648389,156328
4745,685914,146709
4746,598105,175902
4747,679621,152580
4748,675420,179180
4749,794373,93690
4750,658164,175179
4751,707042,78083
4752,678267,173148
4753,621220,173260
4754,678193,159552
4755,693848,147266
4756,672934,154899
4757,818071,89188
4758,775194,114940
4759,678022,152357
4760,672497,153815
4761,662456,125590
4762,665597,154475
4763,682931,185745
4764,642009,77916
4765,654737,93785
4766,624060,187729
4767,677223,149053
4768,687052,186012
4769,706705,218618
4770,679836,149044
4771,656937,133869
4772,706546,188725
4773,668478,99124
4774,685916,91510
